STANDARD HD600 DATA LOGGER SamplingRate:1.0;
22-09-2019,8:56:01, 70.40, dBA
22-09-2019,8:56:02, 64.80, dBA
22-09-2019,8:56:03, 65.20, dBA
22-09-2019,8:56:04, 66.80, dBA
22-09-2019,8:56:05, 64.20, dBA
22-09-2019,8:56:06, 65.20, dBA
22-09-2019,8:56:07, 66.30, dBA
22-09-2019,8:56:08, 67.80, dBA
22-09-2019,8:56:09, 71.50, dBA
22-09-2019,8:56:10, 71.20, dBA
22-09-2019,8:56:11, 77.50, dBA
22-09-2019,8:56:12, 73.90, dBA
22-09-2019,8:56:13, 75.40, dBA
22-09-2019,8:56:14, 76.30, dBA
22-09-2019,8:56:15, 76.10, dBA
22-09-2019,8:56:16, 72.30, dBA
22-09-2019,8:56:17, 68.50, dBA
22-09-2019,8:56:18, 65.50, dBA
22-09-2019,8:56:19, 66.40, dBA
22-09-2019,8:56:20, 66.10, dBA
22-09-2019,8:56:21, 65.90, dBA
22-09-2019,8:56:22, 63.20, dBA
22-09-2019,8:56:23, 63.00, dBA
22-09-2019,8:56:24, 61.10, dBA
22-09-2019,8:56:25, 62.40, dBA
22-09-2019,8:56:26, 63.00, dBA
22-09-2019,8:56:27, 69.00, dBA
22-09-2019,8:56:28, 67.80, dBA
22-09-2019,8:56:29, 67.30, dBA
22-09-2019,8:56:30, 71.20, dBA
22-09-2019,8:56:31, 73.00, dBA
22-09-2019,8:56:32, 74.90, dBA
22-09-2019,8:56:33, 90.20, dBA
22-09-2019,8:56:34, 77.10, dBA
22-09-2019,8:56:35, 76.30, dBA
22-09-2019,8:56:36, 72.30, dBA
22-09-2019,8:56:37, 72.60, dBA
22-09-2019,8:56:38, 75.50, dBA
22-09-2019,8:56:39, 72.00, dBA
22-09-2019,8:56:40, 71.70, dBA
22-09-2019,8:56:41, 72.40, dBA
22-09-2019,8:56:42, 94.30, dBA
22-09-2019,8:56:43, 83.90, dBA
22-09-2019,8:56:44, 71.10, dBA
22-09-2019,8:56:45, 69.90, dBA
22-09-2019,8:56:46, 70.20, dBA
22-09-2019,8:56:47, 75.50, dBA
22-09-2019,8:56:48, 66.50, dBA
22-09-2019,8:56:49, 69.00, dBA
22-09-2019,8:56:50, 68.70, dBA
22-09-2019,8:56:51, 69.40, dBA
22-09-2019,8:56:52, 63.10, dBA
22-09-2019,8:56:53, 62.00, dBA
22-09-2019,8:56:54, 63.80, dBA
22-09-2019,8:56:55, 63.20, dBA
22-09-2019,8:56:56, 64.00, dBA
22-09-2019,8:56:57, 63.90, dBA
22-09-2019,8:56:58, 67.30, dBA
22-09-2019,8:56:59, 71.00, dBA
22-09-2019,8:57:00, 76.30, dBA
22-09-2019,8:57:01, 68.70, dBA
22-09-2019,8:57:02, 65.30, dBA
22-09-2019,8:57:03, 71.00, dBA
22-09-2019,8:57:04, 65.90, dBA
22-09-2019,8:57:05, 90.40, dBA
22-09-2019,8:57:06, 73.60, dBA
22-09-2019,8:57:07, 74.70, dBA
22-09-2019,8:57:08, 71.40, dBA
22-09-2019,8:57:09, 72.60, dBA
22-09-2019,8:57:10, 71.30, dBA
22-09-2019,8:57:11, 72.40, dBA
22-09-2019,8:57:12, 71.00, dBA
22-09-2019,8:57:13, 68.10, dBA
22-09-2019,8:57:14, 69.10, dBA
22-09-2019,8:57:15, 74.50, dBA
22-09-2019,8:57:16, 67.10, dBA
22-09-2019,8:57:17, 76.50, dBA
22-09-2019,8:57:18, 69.40, dBA
22-09-2019,8:57:19, 78.00, dBA
22-09-2019,8:57:20, 72.80, dBA
22-09-2019,8:57:21, 71.20, dBA
22-09-2019,8:57:22, 73.90, dBA
22-09-2019,8:57:23, 76.90, dBA
22-09-2019,8:57:24, 78.40, dBA
22-09-2019,8:57:25, 82.70, dBA
22-09-2019,8:57:26, 78.90, dBA
22-09-2019,8:57:27, 82.30, dBA
22-09-2019,8:57:28, 77.20, dBA
22-09-2019,8:57:29, 69.80, dBA
22-09-2019,8:57:30, 72.00, dBA
22-09-2019,8:57:31, 68.10, dBA
22-09-2019,8:57:32, 67.50, dBA
22-09-2019,8:57:33, 67.80, dBA
22-09-2019,8:57:34, 69.10, dBA
22-09-2019,8:57:35, 71.60, dBA
22-09-2019,8:57:36, 68.40, dBA
22-09-2019,8:57:37, 73.00, dBA
22-09-2019,8:57:38, 72.60, dBA
22-09-2019,8:57:39, 72.60, dBA
22-09-2019,8:57:40, 71.00, dBA
22-09-2019,8:57:41, 73.30, dBA
22-09-2019,8:57:42, 68.40, dBA
22-09-2019,8:57:43, 75.30, dBA
22-09-2019,8:57:44, 72.90, dBA
22-09-2019,8:57:45, 67.10, dBA
22-09-2019,8:57:46, 68.30, dBA
22-09-2019,8:57:47, 63.60, dBA
22-09-2019,8:57:48, 61.20, dBA
22-09-2019,8:57:49, 60.30, dBA
22-09-2019,8:57:50, 59.60, dBA
22-09-2019,8:57:51, 62.10, dBA
22-09-2019,8:57:52, 63.20, dBA
22-09-2019,8:57:53, 62.40, dBA
22-09-2019,8:57:54, 61.80, dBA
22-09-2019,8:57:55, 74.80, dBA
22-09-2019,8:57:56, 62.40, dBA
22-09-2019,8:57:57, 61.80, dBA
22-09-2019,8:57:58, 62.20, dBA
22-09-2019,8:57:59, 63.90, dBA
22-09-2019,8:58:00, 65.80, dBA
22-09-2019,8:58:01, 63.70, dBA
22-09-2019,8:58:02, 73.10, dBA
22-09-2019,8:58:03, 70.50, dBA
22-09-2019,8:58:04, 74.80, dBA
22-09-2019,8:58:05, 77.70, dBA
22-09-2019,8:58:06, 70.20, dBA
22-09-2019,8:58:07, 76.20, dBA
22-09-2019,8:58:08, 77.10, dBA
22-09-2019,8:58:09, 77.50, dBA
22-09-2019,8:58:10, 72.20, dBA
22-09-2019,8:58:11, 76.70, dBA
22-09-2019,8:58:12, 69.40, dBA
22-09-2019,8:58:13, 68.60, dBA
22-09-2019,8:58:14, 68.70, dBA
22-09-2019,8:58:15, 69.90, dBA
22-09-2019,8:58:16, 76.70, dBA
22-09-2019,8:58:17, 92.50, dBA
22-09-2019,8:58:18, 89.80, dBA
22-09-2019,8:58:19, 74.90, dBA
22-09-2019,8:58:20, 74.30, dBA
22-09-2019,8:58:21, 75.50, dBA
22-09-2019,8:58:22, 75.40, dBA
22-09-2019,8:58:23, 78.50, dBA
22-09-2019,8:58:24, 76.40, dBA
